,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,Municipality_Seto City,District_Asebicho,District_Dosencho,District_Fukagawacho,District_Hakusancho,District_Higashiakashigecho,District_Higashigongencho,District_Higashiyasudocho,District_Higashiyokoyamacho,District_Hishinocho,District_Hishinodai,District_Hongocho,District_Imaikecho,District_Kawabatacho,District_Kawakitacho,District_Kawanishicho,District_Kitauracho,District_Kitawakicho,District_Kitayamacho,District_Kosakacho,District_Kyoeidoori,District_Magotacho,District_Midoricho,District_Minasecho,District_Mitsukecho,District_Mizunozaka,District_Naebacho,District_Nishihommachi,District_Nishiibaracho,District_Nishimatsuyamacho,District_Oiwakecho,District_Shimojin-yacho,District_Shintocho,District_Suehirocho,District_Suinancho,District_Takanecho,District_Togencho,District_Tohoncho,District_Yamawakicho,Nearest_Station_Mizuno,Nearest_Station_Nakamizuno,Nearest_Station_Owariseto,Nearest_Station_Sango (Aichi),Nearest_Station_Setoguchi,Nearest_Station_Setoshiyakushomae,Nearest_Station_Shinseto,Nearest_Station_Yamaguchi (Aichi),Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
