,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kagawa Prefecture,Municipality_Marugame City,District_Doicho,District_Dokichohigashi,District_Dokichonishi,District_Gungecho,District_Hamamachi,District_Haradacho,District_Imazucho,District_Joseicho,District_Jotocho,District_Nakabucho,District_Nakazucho,District_Nishihirayamacho,District_Nishihommachi,District_Otecho,District_Shioyacho,District_Tamuracho,District_Tsunomoricho,District_Yamanokitacho,Nearest_Station_Enza,Nearest_Station_Konzoji,Nearest_Station_Marugame,Nearest_Station_None,Nearest_Station_Sanukishioya,Nearest_Station_Shioya (Takamatsu),Nearest_Station_Utazu,Layout_1DK,Layout_1K,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
