,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gifu Prefecture,Municipality_Mizuho City,District_Baba,District_Babaharusamemachi,District_Babajokomachi,District_Babakoshiromachi,District_Babamaehatamachi,District_Beppu,District_Furuhashi,District_Higashimusubi,District_Honden,District_Hozumi,District_Inasato,District_Juhachijo,District_Jukujo,District_Jushichijo,District_Karakuri,District_Mieji,District_Nakamiya,District_Namazu,District_Namazugeguuhigashimachi,District_Namazugeguumaemachi,District_Namazunaiguumachi,District_Namazutakitsubomachi,District_Namazutennohigashimachi,District_Namazutennomachi,District_Nanasaki,District_Nobakushinden,District_Nodashinden,District_Roku,District_Saikawa,District_Shigesato,District_Sobue,District_Tadakoshi,District_Tanokami,District_Ushiki,District_Yokoya,Nearest_Station_Hozumi,Nearest_Station_Tarui,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
