,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,"Municipality_Iwatsuki Ward,Saitama City",District_Atagocho,District_Funai,District_Haramachi,District_Higashicho,District_Higashiiwatsuki,District_Hinodecho,District_Hommaru,District_Honcho,District_Jonan,District_Kakura,District_Kamisato,District_Minamihirano,District_Misonohigashi,District_Miyacho,District_Miyukicho,District_Nakacho,District_Namiki,District_Nishihara,District_Nishiharadai,District_Nishimachi,District_Oaza Heirinji,District_Oaza Honjuku,District_Oaza Iizuka,District_Oaza Iwatsuki,District_Oaza Jionji,District_Oaza Kagiage,District_Oaza Kagiageshinden,District_Oaza Kake,District_Oaza Kanamuro,District_Oaza Kanashige,District_Oaza Kashiwazaki,District_Oaza Kokaba,District_Oaza Komizo,District_Oaza Kuroya,District_Oaza Magome,District_Oaza Minamihirano,District_Oaza Minamishimoarai,District_Oaza Minamitsuji,District_Oaza Minowa,District_Oaza Murakuni,District_Oaza Nagamiya,District_Oaza Niigatasuka,District_Oaza Ogasaki,District_Oaza Ogasakishinden,District_Oaza Oguchi,District_Oaza Omori,District_Oaza Omotejionji,District_Oaza Oto,District_Oaza Oya,District_Oaza Sasakubo,District_Oaza Sasakuboshinden,District_Oaza Shimpukuji,District_Oaza Sueda,District_Oaza Takasone,District_Oaza Tokuriki,District_Oaza Ueno,District_Oaza Ukiya,District_Oaza Urajionji,District_Oaza Yokone,District_Ota,District_Shiromachi,District_Suwa,District_Ueno,Nearest_Station_Hasuda,Nearest_Station_Higashiiwatsuki,Nearest_Station_Higashikawaguchi,Nearest_Station_Iwatsuki,Nearest_Station_Kitakoshigaya,Nearest_Station_Obukuro,Nearest_Station_Sengendai,Nearest_Station_Takesato,Nearest_Station_Toyoharu,Nearest_Station_Urawamisono,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
