,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hiroshima Prefecture,"Municipality_Naka Ward,Hiroshima City",District_Dohashicho,District_Ebahigashi,District_Ebahommachi,District_Ebaminami,District_Ebanihommatsu,District_Ebanishi,District_Ebasakaemachi,District_Ebisucho,District_Enomachi,District_Fukuromachi,District_Funairihommachi,District_Funairikawaguchicho,District_Funairiminami,District_Funairinakamachi,District_Funairisaiwaicho,District_Hagoromocho,District_Hakushimakitamachi,District_Hakushimakukencho,District_Hakushimanakamachi,District_Hashimotocho,District_Hatchobori,District_Higashihakushimacho,District_Higashihiratsukacho,District_Higashisendamachi,District_Hiranomachi,District_Hirosekitamachi,District_Hirosemachi,District_Hondoori,District_Honkawacho,District_Horikawacho,District_Kakomachi,District_Kaminoboricho,District_Kamiyacho,District_Kanayamacho,District_Kawaramachi,District_Koamicho,District_Kokutaijimachi,District_Konan,District_Mikawacho,District_Minamisendahigashimachi,District_Minamisendanishimachi,District_Minamitakeyacho,District_Minamiyoshijima,District_Nagarekawacho,District_Nakajimacho,District_Nakamachi,District_Nekoyacho,District_Nishihakushimacho,District_Nishihiratsukacho,District_Nishikawaguchicho,District_Nishitookaichimachi,District_Noboricho,District_Otemachi,District_Sakaimachi,District_Sendamachi,District_Showamachi,District_Sumiyoshicho,District_Takaramachi,District_Takeyacho,District_Tanakamachi,District_Tatemachi,District_Teppocho,District_Teramachi,District_Tookaichimachi,District_Tsurumicho,District_Yagembori,District_Yoshijimacho,District_Yoshijimahigashi,District_Yoshijimanishi,District_Yoshijimashimmachi,Nearest_Station_Hiroshima,Nearest_Station_Shin-hakushima (JR),City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
