,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gifu Prefecture,Municipality_Motosu City,District_Arisato,District_Asagi,District_Busshoji,District_Gumbu,District_Haruchika,District_Horinji,District_Ishihara,District_Jushijo,District_Kairo,District_Kamimakuwa,District_Kaminoho,District_Kamitakaya,District_Karumi,District_Kazuya,District_Kitano,District_Kogaki,District_Masada,District_Minobe,District_Mitsuhashi,District_Mitsuhashitsurumai,District_Monju,District_Nagaya,District_Neoichiba,District_Nukui,District_Shime,District_Shimofukujima,District_Shimomakuwa,District_Soinakajima,District_Sokei,District_Yai,District_Yamaguchi,District_Zuihara,Nearest_Station_Hozumi,Nearest_Station_Itonuki,Nearest_Station_Kitagatamakuwa,Nearest_Station_Malera Gifu,Nearest_Station_Mieji,Nearest_Station_Motosu,Nearest_Station_None,Nearest_Station_Tarumi,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
