,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hiroshima Prefecture,"Municipality_Higashi Ward,Hiroshima City",District_Futabanosato,District_Hesakaizue,District_Hesakakurumegi,District_Hesakanakamachi,District_Hesakasenzoku,District_Hesakasoda,District_Hesakayamane,District_Hesakayamasakicho,District_Higashikaniyacho,District_Hikarimachi,District_Kaminukushina,District_Nakayamahigashi,District_Nakayamaminami,District_Nakayamanakamachi,District_Nukushina,District_Onagahigashi,District_Onaganishi,District_Ushitaasahi,District_Ushitahigashi,District_Ushitahommachi,District_Ushitaminami,District_Ushitanaka,District_Ushitashimmachi,District_Ushitawaseda,District_Wakakusacho,District_Yaga,District_Yagashimmachi,District_Yamanecho,Nearest_Station_Fudoinmae,Nearest_Station_Hesaka,Nearest_Station_Hiroshima,Nearest_Station_Itsukaichi,Nearest_Station_Kumura,Nearest_Station_Shimogion,Nearest_Station_Tenjingawa,Nearest_Station_Yaga,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
