,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kumamoto Prefecture,"Municipality_Higashi Ward,Kumamoto City",District_Akitsu,District_Akitsumachiakita,District_Akitsushimmachi,District_Enokimachi,District_Ezu,District_Ezuhigashi,District_Ezumachi Oaza Shigedomi,District_Ezumachi Oaza Shimoezu,District_Ezumachi Oaza Shimomuta,District_Ezumachi Oaza Tokorojima,District_Goryo,District_Hanatate,District_Hattanda,District_Higashihommachi,District_Higashikyozukamachi,District_Higashino,District_Hirayamamachi,District_Hirogimachi,District_Hotakubo,District_Hotakubohommachi,District_Ishiwara,District_Izumi,District_Kakizemachi,District_Kaminabe,District_Kengun,District_Kengunhommachi,District_Koto,District_Kozono,District_Kuwamizuhommachi,District_Kyozukahommachi,District_Minamimachi,District_Nagaminehigashi,District_Nagamineminami,District_Nagaminenishi,District_Nishibaru,District_Nishikigaoka,District_Nuyamazu,District_Omine,District_Onoue,District_Oyama,District_Oyamamachi,District_Saburo,District_Sadowara,District_Sakaemachi,District_Sakuragi,District_Shimoezu,District_Shimonabe,District_Shinhoka,District_Shinnabe,District_Shinsei,District_Showamachi,District_Suigen,District_Toroku,District_Toshima,District_Toshimahommachi,District_Toshimamachi,District_Toshimanishi,District_Tsukide,District_Wakaba,District_Yamanokami,District_Yamanouchi,District_Yugemachi,Nearest_Station_Heisei,Nearest_Station_Hikarinomori,Nearest_Station_Minamikumamoto,Nearest_Station_Musashizuka,Nearest_Station_None,Nearest_Station_Shinsuizenji,Nearest_Station_Suizenji,Nearest_Station_Tatsutaguchi,Nearest_Station_Tokaigakuenmae,Nearest_Station_Uto,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
