,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Saitama Prefecture,Municipality_Fujimi City,District_Enokimachi,District_Fujiminohigashi,District_Fujiminonishi,District_Hanesawa,District_Harigaya,District_Higashimizuhodai,District_Kamisawa,District_Mizutani,District_Mizutanihigashi,District_Nishimizuhodai,District_Oaza Katsuse,District_Oaza Mizuko,District_Oaza Tsuruma,District_Sekizawa,District_Tsuruma,District_Tsurusehigashi,District_Tsurusenishi,Nearest_Station_Fujimino,Nearest_Station_Mizuhodai,Nearest_Station_Shiki,Nearest_Station_Tsuruse,Nearest_Station_Yanasegawa,Layout_1DK,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
