,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Ashiya City,District_Asahigaokacho,District_Chayanocho,District_Daitocho,District_Hamaashiyacho,District_Hamacho,District_Hamakazecho,District_Higashiashiyacho,District_Higashiyamacho,District_Hiratacho,District_Hiratakitacho,District_Isecho,District_Iwazonocho,District_Kaiyocho,District_Kasugacho,District_Kawanishicho,District_Kimmitsucho,District_Kurekawacho,District_Kusunokicho,District_Maedacho,District_Matsuhamacho,District_Matsunouchicho,District_Midoricho,District_Midorigaokacho,District_Minamihamacho,District_Miyagawacho,District_Miyazukacho,District_Nanguucho,District_Narihiracho,District_Niihamacho,District_Nishiashiyacho,District_Nishikuracho,District_Nishiyamacho,District_Oharacho,District_Okuikecho,District_Okuikeminamicho,District_Okuyama,District_Omasucho,District_Rokurokusocho,District_Sanjocho,District_Sanjominamicho,District_Seidocho,District_Shimizucho,District_Shinnozukacho,District_Shiomicho,District_Suzukazecho,District_Takahamacho,District_Takezonocho,District_Tsujicho,District_Tsukiwakacho,District_Uchidecho,District_Uchidekozuchicho,District_Wakamiyacho,District_Yamaashiyacho,District_Yamatecho,Nearest_Station_Ashiya (Hanshin),Nearest_Station_Ashiya (JR),Nearest_Station_Ashiyagawa,Nearest_Station_Konan-yamate,Nearest_Station_Koroen,Nearest_Station_Kurakuenguchi,Nearest_Station_Shukugawa,Nearest_Station_Uchide,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
