,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,"Municipality_Shiroishi Ward,Sapporo City",District_Chuo1jo,District_Chuo2jo,District_Chuo3jo,District_Heiwadori,District_Higashisapporo1jo,District_Higashisapporo2jo,District_Higashisapporo3jo,District_Higashisapporo4jo,District_Higashisapporo5jo,District_Higashisapporo6jo,District_Higashiyonesato,District_Hondori,District_Hongodori,District_Kawakita,District_Kawakita1jo,District_Kawakita2jo,District_Kawakita3jo,District_Kawakita4jo,District_Kawakita5jo,District_Kawashimo,District_Kawashimo1jo,District_Kawashimo2jo,District_Kawashimo3jo,District_Kawashimo4jo,District_Kawashimo5jo,District_Kikusui1jo,District_Kikusui2jo,District_Kikusui3jo,District_Kikusui4jo,District_Kikusui5jo,District_Kikusui6jo,District_Kikusui7jo,District_Kikusui8jo,District_Kikusui9jo,District_Kikusuikamimachi1jo,District_Kikusuikamimachi2jo,District_Kikusuikamimachi3jo,District_Kikusuikamimachi4jo,District_Kikusuimotomachi10jo,District_Kikusuimotomachi1jo,District_Kikusuimotomachi2jo,District_Kikusuimotomachi3jo,District_Kikusuimotomachi4jo,District_Kikusuimotomachi5jo,District_Kikusuimotomachi6jo,District_Kikusuimotomachi7jo,District_Kikusuimotomachi8jo,District_Kikusuimotomachi9jo,District_Kitago,District_Kitago1jo,District_Kitago2jo,District_Kitago3jo,District_Kitago4jo,District_Kitago5jo,District_Kitago6jo,District_Kitago7jo,District_Kitago8jo,District_Kitago9jo,District_Nangodori,District_Ryutsuu-center,District_Sakaedoori,District_Yonesato1jo,District_Yonesato3jo,District_Yonesato4jo,District_Yonesato5jo,Nearest_Station_Heiwa,Nearest_Station_Higashisapporo,Nearest_Station_Kikusui,Nearest_Station_Naebo,Nearest_Station_Nango 13-chome,Nearest_Station_Nango 18-chome,Nearest_Station_Nango 7-chome,Nearest_Station_Shinsapporo,Nearest_Station_Shiroishi (JR Hokkaido),Nearest_Station_Shiroishi (Sapporoshiei),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
