,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shizuoka Prefecture,"Municipality_Kita Ward,Hamamatsu City",District_Hatsuoicho,District_Higashimikatacho,District_Hosoechokiga,District_Hosoechomiwa,District_Hosoechonakagawa,District_Hosoechoono,District_Inasachohanadaira,District_Inasachoiinoya,District_Inasachokanasashi,District_Inasachokurobuchi,District_Jingujicho,District_Mikataharacho,District_Mikkabichofukunaga,District_Mikkabichohibisawa,District_Mikkabichohirayama,District_Mikkabichomakaya,District_Mikkabichomikkabi,District_Mikkabichonueshiro,District_Mikkabichookamoto,District_Mikkabichoosaki,District_Mikkabichosakume,District_Mikkabichoshimoona,District_Mikkabichotsuri,District_Mikkabichotsuzuki,District_Mikkabichotsuzusaki,District_Miyakodacho,District_Miyukicho,District_Nearaicho,District_Oharacho,District_Shimmiyakoda,District_Toyookacho,Nearest_Station_Hamamatsu,Nearest_Station_Higashitsuzuki,Nearest_Station_Kanasashi,Nearest_Station_Kiga,Nearest_Station_Mikkabi,Nearest_Station_Okaji,Nearest_Station_Okuhamanako,Nearest_Station_Ona,Nearest_Station_Tenryugawa,Nearest_Station_Tsuzuki,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
