,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Katsushika Ward,District_Aoto,District_Higashihorikiri,District_Higashikanamachi,District_Higashimizumoto,District_Higashishinkoiwa,District_Higashitateishi,District_Higashiyotsugi,District_Horikiri,District_Hosoda,District_Kamakura,District_Kameari,District_Kanamachi,District_Kosuge,District_Minamimizumoto,District_Mizumoto,District_Niijuku,District_Nishikameari,District_Nishimizumoto,District_Nishishinkoiwa,District_Ohanajaya,District_Okudo,District_Shibamata,District_Shinkoiwa,District_Shiratori,District_Takaramachi,District_Takasago,District_Tateishi,District_Yotsugi,Nearest_Station_Aoto,Nearest_Station_Ayase,Nearest_Station_Hirai (Tokyo),Nearest_Station_Horikirishobuen,Nearest_Station_Kameari,Nearest_Station_Kanamachi,Nearest_Station_Keiseikanamachi,Nearest_Station_Keiseikoiwa,Nearest_Station_Keiseitakasago,Nearest_Station_Keiseitateishi,Nearest_Station_Koiwa,Nearest_Station_Kosuge,Nearest_Station_None,Nearest_Station_Ohanajaya,Nearest_Station_Shibamata,Nearest_Station_Shinkoiwa,Nearest_Station_Shinshibamata,Nearest_Station_Yotsugi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings between related objects","Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
