,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Gamagori City,District_Araicho,District_Araigatacho,District_Asahimachi,District_Chuohommachi,District_Fusocho,District_Gamagooricho,District_Goicho,District_Hiratacho,District_Hiroishicho,District_Hommachi,District_Ishikicho,District_Kaminogocho,District_Kanehiracho,District_Kashimacho,District_Kashiwabaracho,District_Kataharacho,District_Maruyamacho,District_Matsubaracho,District_Midorimachi,District_Minatomachi,District_Miyacho,District_Miyachohigashi,District_Miyachoyayoi,District_Miyakitadoori,District_Miyanaricho,District_Miyukicho,District_Mizutakecho,District_Motomachi,District_Nishiuracho,District_Otsukacho,District_Sakaemachi,District_Seidacho,District_Shimmeicho,District_Takaramachi,District_Takenoyacho,District_Takeshimacho,District_Toyookacho,District_Yaotomicho,Nearest_Station_Gamagori,Nearest_Station_Katahara,Nearest_Station_Mikawakashima,Nearest_Station_Mikawamiya,Nearest_Station_Mikawaotsuka,Nearest_Station_Mikawashiotsu,Nearest_Station_Nishiura,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
