,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Iwakura City,District_Asahimachi,District_Chuocho,District_Daichicho,District_Daichishimmachi,District_Daiichibacho,District_Higashimachi,District_Hommachi,District_Inaricho,District_Ishibotokecho,District_Izumicho,District_Kaminocho,District_Kawaicho,District_Kitajimacho,District_Minamishimmachi,District_Miyamaecho,District_Nakahommachi,District_Nakanocho,District_Noyoricho,District_Saichicho,District_Sakaemachi,District_Shimohommachi,District_Shin-yanagicho,District_Showacho,District_Sonocho,District_Suzuicho,District_Taisanjicho,District_Taisanjihommachi,District_Taisanjimotomachi,District_Yatsurugicho,Nearest_Station_Ishibotoke,Nearest_Station_Iwakura (Aichi),Nearest_Station_Taisanji,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
