,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gunma Prefecture,Municipality_Midori City,District_Kasakakechoazami,District_Kasakakechokuguu,District_Kasakakechosaishikada,District_Kasakakechoshika,District_Omamachoasabara,District_Omamachokamikambai,District_Omamachokiribara,District_Omamachooomama,District_Omamachoshimokambai,District_Omamachoshiobara,District_Omamachotakatsudo,Nearest_Station_Aioi,Nearest_Station_Akagi,Nearest_Station_Azami,Nearest_Station_Iwajuku,Nearest_Station_Kamikanbai,Nearest_Station_Kiryu,Nearest_Station_Kiryukyujomae,Nearest_Station_Kunisada,Nearest_Station_Nikkawa (Gunma),Nearest_Station_Omama,Nearest_Station_Shinkiryu,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
