,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ehime Prefecture,Municipality_Seiyo City,District_Mikamechoarajiro,District_Mikamechoasadatsu,District_Mikamechoazuchi,District_Mikamechotsuburi,District_Nomurachoage,District_Nomurachonomura,District_Uwachoageishi,District_Uwachohimawari,District_Uwachoigajo,District_Uwachoino,District_Uwachoinobe,District_Uwachoiwaki,District_Uwachojinryo,District_Uwachojojoji,District_Uwachokamimatsuba,District_Uwachokawachi,District_Uwachooe,District_Uwachoonoda,District_Uwachorenge,District_Uwachosakado,District_Uwachoshimomatsuba,District_Uwachoshinjo,District_Uwachotanaematsuchi,District_Uwachotanonaka,District_Uwachounomachi,District_Uwachoyamada,Nearest_Station_Iyoiwaki,Nearest_Station_Kamiuwa,Nearest_Station_None,Nearest_Station_Shimouwa,Nearest_Station_Unomachi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
