,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Akishima City,District_Asahicho,District_Azumacho,District_Fukujimacho,District_Gochicho,District_Haijimacho,District_Matsubaracho,District_Mihoricho,District_Miyazawacho,District_Musashino,District_Nakagamicho,District_Ogamicho,District_Showacho,District_Tamagawacho,District_Tanakacho,District_Tsutsujigaoka,Nearest_Station_Akishima,Nearest_Station_Haijima,Nearest_Station_Higashinakagami,Nearest_Station_Hino (Tokyo),Nearest_Station_Musashisunagawa,Nearest_Station_Nakagami,Nearest_Station_Nishitachikawa,Nearest_Station_None,Nearest_Station_Seibutachikawa,Nearest_Station_Toyota,Layout_1DK,Layout_1K,Layout_1LD+S,Layout_1LDK,Layout_1LDK+S,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3LDK,Layout_3LK,Layout_4DK,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
