,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Okayama Prefecture,"Municipality_Higashi Ward,Okayama City",District_Asagoe,District_Asakawa,District_Fujii,District_Fujimicho,District_Higashihirajima,District_Higashikozai,District_Hirotani,District_Hoden,District_Jodokitagata,District_Jotodaihigashi,District_Jotodaiminami,District_Jotodainishi,District_Kachi,District_Kamiachi,District_Kanada,District_Kanaokahigashimachi,District_Kanaokanishimachi,District_Kanzakicho,District_Kimitsu,District_Kitakoda,District_Kotsu,District_Kozuminamigata,District_Kozushuku,District_Kuban,District_Kubo,District_Kurogane,District_Kusakabe,District_Masaki,District_Masatsu,District_Masuda,District_Masunocho,District_Matsushincho,District_Megurocho,District_Minamikozu,District_Nakagawacho,District_Nakao,District_Narabara,District_Nishihirajima,District_Nishisho,District_Numa,District_Odaracho,District_Okunogo,District_Saidaijihama,District_Saidaijihigashi,District_Saidaijiikoshi,District_Saidaijikami,District_Saidaijikawaguchi,District_Saidaijikita,District_Saidaijimatsuzaki,District_Saidaijiminami,District_Saidaijinaka,District_Saidaijinakano,District_Saidaijinakanohommachi,District_Saidaijishinji,District_Sairyuji,District_Setochoasahigaoka,District_Setochodaii,District_Setochoejiri,District_Setochofutsukaichi,District_Setochokanonji,District_Setochokatase,District_Setochokomyotani,District_Setochomantomi,District_Setochominamigata,District_Setochomorisue,District_Setochoochi,District_Setochooki,District_Setochosakane,District_Setochosasaoka,District_Setochoseto,District_Setochoshimo,District_Setochoshiono,District_Setochosodo,District_Setochoteraji,District_Shijikai,District_Suimoncho,District_Takewara,District_Tanishiri,District_Terayama,District_Tomisaki,District_Toyota,District_Urama,Nearest_Station_Higashiokayama,Nearest_Station_Joto (Okayama),Nearest_Station_Mantomi,Nearest_Station_None,Nearest_Station_Odara,Nearest_Station_Odomi,Nearest_Station_Okayama,Nearest_Station_Osafune,Nearest_Station_Saidaiji,Nearest_Station_Seto,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road","Transactional factors_Dealings in which auction or arbiter participates,Dealings of real estate that includes wound etc.",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
