,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shizuoka Prefecture,Municipality_Izunokuni City,District_Amano,District_Baraki,District_Chujo,District_Fujimi,District_Jike,District_Kamishima,District_Kitaema,District_Kona,District_Mamanoue,District_Mifuku,District_Mikado,District_Minamiema,District_Moriki,District_Nagaoka,District_Nagoya,District_Naka,District_Nakajima,District_Nanjo,District_Nirayamakanaya,District_Nirayamanirayama,District_Nirayamatada,District_Nirayamayamaki,District_Ohito,District_Osaka,District_Shirayamado,District_Sokoji,District_Tachibana,District_Takyo,District_Ukihashi,District_Yokkamachi,District_Yoshida,Nearest_Station_Baraki,Nearest_Station_Izunagaoka,Nearest_Station_Izunitta,Nearest_Station_Nirayama,Nearest_Station_Ohito,Nearest_Station_Takyo,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
