,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Saitama Prefecture,Municipality_Sayama City,District_Chuo,District_Fujimi,District_Gion,District_Hirose,District_Hirosehigashi,District_Irumagawa,District_Kashiwabara,District_Oaza Aoyagi,District_Oaza Higashimitsugi,District_Oaza Kamiokutomi,District_Oaza Kitairiso,District_Oaza Minamiiriso,District_Oaza Mizuno,District_Oaza Shimookutomi,District_Sasai,District_Sayamadai,District_Shinsayama,District_Tsutsujino,District_Unoki,Nearest_Station_Bushi,Nearest_Station_Inariyamakoen,Nearest_Station_Iriso,Nearest_Station_Irumashi,Nearest_Station_Minamiotsuka,Nearest_Station_Sayamashi,Nearest_Station_Shinsayama,Nearest_Station_Shintokorozawa,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4DK+S,Layout_4LDK,Layout_5LDK,Layout_Duplex,Layout_Open Floor,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
