,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hiroshima Prefecture,Municipality_Fukuyama City,District_Akebonocho,District_Daikokumachi,District_Dosancho,District_Hanazonocho,District_Higashifukatsucho,District_Higashimachi,District_Higashisakuramachi,District_Higashiyoshizucho,District_Hikinocho,District_Hiyoshidai,District_Imamachi,District_Irifunecho,District_Jibukicho,District_Kannabecho,District_Kasaokamachi,District_Kasugacho,District_Kasumicho,District_Kinoshocho,District_Kitahonjo,District_Kitayoshizucho,District_Konancho,District_Kusadocho,District_Marunouchi,District_Matsunagacho,District_Midorimachi,District_Mifunecho,District_Mikadocho,District_Minamihonjo,District_Minamiteshirocho,District_Minamizaocho,District_Minatomachi,District_Minomicho,District_Miyoshicho,District_Momijicho,District_Narazucho,District_Nishifukatsucho,District_Nishimachi,District_Nishisakuramachi,District_Nobuhirocho,District_Nogamicho,District_Okinogamicho,District_Sannomarucho,District_Shingaicho,District_Shiromicho,District_Tajimecho,District_Takaramachi,District_Wakamatsucho,District_Yamatecho,Nearest_Station_Bingohonjo,Nearest_Station_Fukuyama,Nearest_Station_Higashifukuyama,Nearest_Station_Itozaki,Nearest_Station_Matsunaga,Nearest_Station_Michinoue,Nearest_Station_Mihara,Nearest_Station_Yudamura,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
