,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,Municipality_Chigasaki City,District_Akabane,District_Akamatsucho,District_Amanuma,District_Asahigaoka,District_Chigasaki,District_Daikancho,District_Deguchicho,District_Enzo,District_Fujimicho,District_Hagisono,District_Hamanogo,District_Hamasuka,District_Hamatake,District_Heidayuushinden,District_Heiwacho,District_Hibarigaoka,District_Higashikaigamminami,District_Higashikaigankita,District_Hishinuma,District_Hishinumakaigan,District_Honjukucho,District_Honson,District_Imajuku,District_Jukkenzaka,District_Kagawa,District_Kowada,District_Kozakuracho,District_Matsugaoka,District_Matsukazedai,District_Matsunami,District_Matsuo,District_Midorigahama,District_Misumicho,District_Mizuki,District_Motomachi,District_Murota,District_Nakajima,District_Nakakaigan,District_Namegaya,District_Nango,District_Nishikubo,District_Saiwaicho,District_Serizawa,District_Shimomachiya,District_Shimoterao,District_Shin-eicho,District_Shirahamacho,District_Shorin,District_Takata,District_Tokiwacho,District_Tomoe,District_Tsurugadai,District_Tsutsumi,District_Wakamatsucho,District_Yabata,District_Yanagishima,District_Yanagishimakaigan,Nearest_Station_Chigasaki,Nearest_Station_Hiratsuka,Nearest_Station_Kadosawabashi,Nearest_Station_Kagawa (Kanagawa),Nearest_Station_Kitachigasaki,Nearest_Station_Miyayama,Nearest_Station_Samukawa,Nearest_Station_Tsujido,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
