,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Miyagi Prefecture,Municipality_Tome City,District_(No Address),District_Hasamachokitakata,District_Hasamachomori,District_Hasamachosanuma,District_Nakadachoasamizu,District_Nakadachoishinomori,District_Nakadachotakaraekuronuma,District_Nakadachotakaraeniida,District_Nakadachouwanuma,District_Towachomaiya,District_Toyomamachikojima,District_Toyomamachiteraike,District_Toyosatochodoteshita,District_Toyosatochofutatsuya,District_Toyosatochohigashimachiishita,District_Toyosatochokagamaki,District_Toyosatochokawamae,District_Toyosatochoshichitsuzuka,District_Toyosatochoshimmachi,District_Toyosatochoshimoyaura,District_Toyosatochoshindemmachi,District_Toyosatochouchimachiura,District_Tsuyamachoyanaizu,Nearest_Station_Ishikoshi,Nearest_Station_Mitakedo,Nearest_Station_Nitta (Miyagi),Nearest_Station_None,Nearest_Station_Rikuzentoyosato,Nearest_Station_Semine,Nearest_Station_Yanaizu (Miyagi),City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
