,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Fujimino City,District_Asahi,District_Fujimidai,District_Fujimino,District_Fukuoka,District_Fukuokachuo,District_Fukuokamusashino,District_Fukuokashinden,District_Hananoki,District_Higashikubo,District_Ichisawa,District_Ikegami,District_Kamekubo,District_Kamifukuoka,District_Kasumigaoka,District_Kawasaki,District_Kitano,District_Kiyomi,District_Komabayashi,District_Komahayashimotomachi,District_Komanishi,District_Maruyama,District_Matsuyama,District_Midorigaoka,District_Minamidai,District_Motofukuoka,District_Motoshinden,District_Naema,District_Nagamiya,District_Naka,District_Nakafukuoka,District_Nakamaru,District_Nakanoshima,District_Nishi,District_Nishihara,District_Nishitsurugaoka,District_Ohara,District_Oi,District_Oichuo,District_Oimusashino,District_Sakuragaoka,District_Shinden,District_Shinkomabayashi,District_Suiguu,District_Taki,District_Tsukiji,District_Tsurugamai,District_Tsurugaoka,District_Uenodai,District_Uenohara,District_Ureshino,District_Yata,Nearest_Station_Fujimino,Nearest_Station_Kamifukuoka,Nearest_Station_Kawagoe,Nearest_Station_Mizuhodai,Nearest_Station_Tsuruse,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
