,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Obu City,District_Asahicho,District_Chuocho,District_Daitocho,District_Ebatacho,District_Hantsukicho,District_Hiiragiyamacho,District_Hitotsuyacho,District_Kajitacho,District_Kandacho,District_Kitasakicho,District_Kitasakimachi,District_Kitayamacho,District_Kyoeicho,District_Kyoseicho,District_Kyowacho,District_Kyowamachi,District_Meiseicho,District_Miyauchicho,District_Momoyamacho,District_Moriokacho,District_Moriokamachi,District_Nagakusamachi,District_Naganecho,District_Oiwakecho,District_Sakuragicho,District_Takaokacho,District_Toshincho,District_Tsukimicho,District_Umaikecho,District_Wakakusacho,District_Yokonemachi,District_Yoshidacho,District_Yoshikawacho,Nearest_Station_Chukyokeibajomae,Nearest_Station_Kyowa,Nearest_Station_Minamikagiya,Nearest_Station_Minamioodaka,Nearest_Station_Obu,Nearest_Station_Takayokosuka,Nearest_Station_Toyoake,Nearest_Station_Yawatashinden,Nearest_Station_Zengo,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
