,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Nakagawa City,District_Chu,District_Chumaru,District_Dozen,District_Eko,District_Goromaru,District_Higashiguma,District_Imamitsu,District_Katanawa,District_Katanawahigashi,District_Katanawakita,District_Katanawanishi,District_Matsubaru,District_Matsunoki,District_Miharugaoka,District_Nakabaru,District_Nakabaruhigashi,District_Nishiguma,District_Oaza Antoku,District_Oaza Bessho,District_Oaza Dozen,District_Oaza Funyudo,District_Oaza Gokayama,District_Oaza Goromaru,District_Oaza Higashiguma,District_Oaza Kamikajiwara,District_Oaza Matsunoki,District_Oaza Nakabaru,District_Oaza Narutake,District_Oaza Nishiguma,District_Oaza Nishihata,District_Oaza Shimokajiwara,District_Oaza Ushirono,District_Oaza Yamada,District_Otsukadai,District_Shimokajiwara,District_Ushirono,Nearest_Station_Hakataminami,Nearest_Station_Ijiri,Nearest_Station_Kasuga (Fukuoka),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
