,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokushima Prefecture,Municipality_Anan City,District_Dekimachi,District_Fukumuracho,District_Gakubaracho,District_Hanourachofurusho,District_Hanourachoiwawaki,District_Hanourachokasugano,District_Hanourachomiyagura,District_Hanourachonakanosho,District_Hanourachonishikasugano,District_Haragasakicho,District_Haricho,District_Higainocho,District_Kaminakacho,District_Minobayashicho,District_Mukaibaracho,District_Nagaikecho,District_Nakabayashicho,District_Nakagawachoakaike,District_Nakagawachodaikyobara,District_Nakagawachofurutsu,District_Nakagawachoimazuura,District_Nakagawachokamifukui,District_Nakagawachokuroji,District_Nakagawachomiguryu,District_Nakagawachonakashima,District_Nakagawachonishihara,District_Nakagawachotakumuji,District_Nakagawachoyutakano,District_Ryokecho,District_Saimicho,District_Shimoonocho,District_Sumiyoshicho,District_Tachibanacho,District_Takaradacho,District_Tomiokacho,District_Tsunominecho,District_Yokomicho,Nearest_Station_Anan,Nearest_Station_Awanakashima,Nearest_Station_Awatachibana,Nearest_Station_Hanoura,Nearest_Station_Minobayashi,Nearest_Station_Nishibara (Tokushima),Nearest_Station_None,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
