,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,"Municipality_Mizuho Ward,Nagoya City",District_Arasakicho,District_Daigicho,District_Daigishincho,District_Gunsuicho,District_Hagiyamacho,District_Hakuryucho,District_Haruyamacho,District_Hasshotoori,District_Hatsuhicho,District_Himemiyacho,District_Hinatamachi,District_Honganjicho,District_Horitatoori,District_Ichiokacho,District_Ishikawacho,District_Kamihocho,District_Kashiwagicho,District_Katasakacho,District_Kawagishicho,District_Kawasumicho,District_Kitaharacho,District_Komabacho,District_Mamedacho,District_Marunecho,District_Matsusakaecho,District_Matsusonocho,District_Meizencho,District_Mikan-yamacho,District_Minamiyamacho,District_Mizuhocho,District_Mizuhotoori,District_Momozonocho,District_Moronagacho,District_Murakamicho,District_Myoontoori,District_Nakanecho,District_Nakayamacho,District_Naoraicho,District_Nishinowaricho,District_Nishocho,District_Otabakocho,District_Otacho,District_Otodomachi,District_Sawataricho,District_Sekitoricho,District_Shimosakacho,District_Shinkaicho,District_Shiojicho,District_Shirasunacho,District_Shogetsucho,District_Sorocho,District_Sugumocho,District_Suyamacho,District_Takatacho,District_Takedamachi,District_Takemicho,District_Takocho,District_Tanabetoori,District_Toeicho,District_Toyookatoori,District_Uchihamacho,District_Uchikatacho,District_Ukishimacho,District_Ushimakicho,District_Yamashitatoori,District_Yatomicho,District_Yatomigaokacho,District_Yatomitoori,District_Yomeicho,Nearest_Station_Aratamabashi,Nearest_Station_Atsuta,Nearest_Station_Gokiso,Nearest_Station_Horita (Meitetsu),Nearest_Station_Horita (Nagoyashiei),Nearest_Station_Irinaka,Nearest_Station_Jingumae,Nearest_Station_Mizuhoshiyakusho,Nearest_Station_Mizuhoundojohigashi,Nearest_Station_Mizuhoundojonishi,Nearest_Station_Myoondori,Nearest_Station_Sakurayama,Nearest_Station_Sogo Rehabilitation Center,Nearest_Station_Toyodahonmachi,Nearest_Station_Yagoto,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LK,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_8LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
