,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ehime Prefecture,Municipality_Uwajima City,District_Asahimachi,District_Atagocho,District_Bentencho,District_Betto,District_Chuocho,District_Daichojioku,District_Fujie,District_Gotemmachi,District_Hamaguri,District_Hiburishima,District_Hirokoji,District_Hode,District_Hommachiote,District_Horibatacho,District_Ibukicho,District_Iwainomori,District_Izumimachi,District_Jindengawara,District_Kakihara,District_Kakocho,District_Kawachi,District_Komobuchi,District_Kotobukicho,District_Kyomachi,District_Marunouchi,District_Maruo,District_Maruocho,District_Masugatacho,District_Mimachohazame,District_Mimachokoreyoshi,District_Mimachomiyanoshita,District_Mimachomuden,District_Mimachotogari,District_Miuranishi,District_Miyashita,District_Miyukimachi,District_Motoyuigi,District_Myodenjimae,District_Nagabori,District_Nakazawacho,District_Namimatsu,District_Natsumecho,District_Nogawa,District_Okachimachi,District_Omiyacho,District_Oura,District_Saikimachi,District_Sakaemachiminato,District_Sakashizu,District_Sakuramachi,District_Shimmachi,District_Shindencho,District_Shitaba,District_Sukadoori,District_Sumiyoshicho,District_Takagushi,District_Tenjimmachi,District_Tsukijicho,District_Tsushimachochikaie,District_Tsushimachoiwamatsu,District_Tsushimachokitanada,District_Tsushimachonaru,District_Tsushimachotakata,District_Wareicho,District_Wareihigashimachi,District_Wareimotomachi,District_Wareinakamachi,District_Yamagiwa,District_Yasuda,District_Yorimatsu,District_Yoshidachohigashikoji,District_Yoshidachokitakoji,District_Yoshidachonishikoji,District_Yoshidachookimura,District_Yoshidachotachima,District_Yoshidachotachimajiri,District_Yoshidachotsuruma,District_Yusu,Nearest_Station_Iyomiyanoshita,Nearest_Station_Iyoyoshida,Nearest_Station_Kitauwajima,Nearest_Station_Muden,Nearest_Station_None,Nearest_Station_Tachima,Nearest_Station_Takamitsu,Nearest_Station_Uwajima,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
