,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamagata Prefecture,Municipality_Sakata City,District_Aioicho,District_Akebonocho,District_Akihocho,District_Asahishimmachi,District_Aza Matsubaraminami,District_Azumacho,District_Ekihigashi,District_Fujimicho,District_Fujizuka,District_Fumoto,District_Funabacho,District_Gabbozeki,District_Hamada,District_Hamanaka,District_Higashiizumicho,District_Higashinakanokuchimachi,District_Higashiomachi,District_Hikarigaoka,District_Hinodecho,District_Hirono,District_Hiyoshicho,District_Honcho,District_Ichibancho,District_Ichijo,District_Irifunecho,District_Izumicho,District_Jurizuka,District_Kamegasaki,District_Kamihoncho,District_Kamiyasucho,District_Kannonji,District_Kitaimamachi,District_Kitasennichicho,District_Kitashimbashi,District_Kitashimmachi,District_Koara,District_Koeicho,District_Koganecho,District_Koizumi,District_Kotobukicho,District_Kuromori,District_Midoricho,District_Midorigaoka,District_Minamisennichicho,District_Minamishimmachi,District_Miyanoura,District_Miyauchi,District_Miyaumi,District_Mizuho,District_Mototate,District_Nakamachi,District_Nibancho,District_Niibori,District_Niidacho,District_Nishikicho,District_Nishinomachi,District_Ohama,District_Omachi,District_Omiyacho,District_Onaricho,District_Saiwaicho,District_Sakaecho,District_Sakanobeshinden,District_Sankyomachi,District_Sengokucho,District_Sennichicho,District_Shimbashi,District_Shimoyasucho,District_Suehirocho,District_Sumiyoshicho,District_Takamidai,District_Takasago,District_Toeicho,District_Toyosato,District_Tsutsumicho,District_Wakahamacho,District_Wakaharacho,District_Wakamiyacho,District_Wakatakecho,District_Yotsugoya,District_Yutaka,Nearest_Station_Amarume,Nearest_Station_Higashisakata,Nearest_Station_Kitaamarume,Nearest_Station_Minamichokai,Nearest_Station_Mototate,Nearest_Station_Sakata,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
