,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,Municipality_Nayoro City,District_Aza Hoei,District_Aza Midorioka,District_Aza Tokuda,District_Aza Tonami,District_Fuurenchohokueicho,District_Fuurenchomidorimachi,District_Fuurenchominamimachi,District_Fuurenchonakamachi,District_Fuurenchonishimachi,District_Higashi1jokita,District_Higashi1jominami,District_Higashi2jokita,District_Higashi2jominami,District_Higashi3jokita,District_Higashi3jominami,District_Higashi4jokita,District_Higashi4jominami,District_Higashi5jokita,District_Higashi5jominami,District_Higashi6jominami,District_Higashi7jominami,District_Nishi10jokita,District_Nishi10jominami,District_Nishi11jokita,District_Nishi11jominami,District_Nishi12jokita,District_Nishi12jominami,District_Nishi13jominami,District_Nishi14jominami,District_Nishi15jominami,District_Nishi1jokita,District_Nishi1jominami,District_Nishi2jokita,District_Nishi2jominami,District_Nishi3jokita,District_Nishi3jominami,District_Nishi4jokita,District_Nishi4jominami,District_Nishi5jokita,District_Nishi5jominami,District_Nishi6jokita,District_Nishi6jominami,District_Nishi7jokita,District_Nishi7jominami,District_Nishi8jokita,District_Nishi8jominami,District_Nishi9jokita,District_Nishi9jominami,District_Odoorikita,District_Odooriminami,Nearest_Station_Furen,Nearest_Station_Nayoro,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
