,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,Municipality_Settsu City,District_Befu,District_Gakuencho,District_Hamacho,District_Higashibefu,District_Higashihitotsuya,District_Higashishojaku,District_Hitotsuya,District_Kitabefucho,District_Koroen,District_Minamibefucho,District_Minamisenrioka,District_Mishima,District_Sakuramachi,District_Senrioka,District_Senriokahigashi,District_Shinzaike,District_Shojaku,District_Shojakuhommachi,District_Showaen,District_Shoya,District_Torikaihachibo,District_Torikaihatcho,District_Torikaihommachi,District_Torikaikami,District_Torikaimeimokucho,District_Torikainaka,District_Torikainishi,District_Torikainono,District_Torikaishimmachi,District_Torikaishimo,District_Torikaiwado,District_Tsuruno,Nearest_Station_Ibaraki,Nearest_Station_Itakano,Nearest_Station_Kishibe,Nearest_Station_Minamisettsu,Nearest_Station_Sawaragi,Nearest_Station_Senrioka,Nearest_Station_Settsu,Nearest_Station_Settsushi,Nearest_Station_Shojaku,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
