,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Osaka Prefecture,"Municipality_Tennoji Ward,Osaka City",District_Ajiharacho,District_Ajiharahommachi,District_Daido,District_Dogashiba,District_Esashimachi,District_Fudegasakicho,District_Funahashicho,District_Hiden-incho,District_Higashikozucho,District_Horikoshicho,District_Ikutamacho,District_Ikutamateramachi,District_Ishigatsujicho,District_Jonanteramachi,District_Karahoricho,District_Karakiyocho,District_Karasugatsuji,District_Katsuyama,District_Kitakawahoricho,District_Kitayamacho,District_Kokubucho,District_Komiyacho,District_Matsugahanacho,District_Minamikawahoricho,District_Obasecho,District_Osaka,District_Reinincho,District_Rokumantaicho,District_Saikudani,District_Sanadayamacho,District_Shimizudanicho,District_Shimpoincho,District_Shitaderamachi,District_Shitennoji,District_Tamatsukurihommachi,District_Tamatsukurimotomachi,District_Teradacho,District_Uehommachi,District_Uenomiyacho,District_Ueshio,District_Yuuhigaokacho,Nearest_Station_Kintetsunipponbashi,Nearest_Station_Momodani,Nearest_Station_Nagahoribashi,Nearest_Station_Nipponbashi (Osaka),Nearest_Station_Osakaabenobashi,Nearest_Station_Osakanannba,Nearest_Station_Osakauehonnmachi,Nearest_Station_Shitennojimaeyuhigaoka,Nearest_Station_Tamatsukuri (JR),Nearest_Station_Tamatsukuri (Osaka Metro),Nearest_Station_Tanimachi 6-chome,Nearest_Station_Tanimachi 9-chome,Nearest_Station_Tennoji,Nearest_Station_Teradacho,Nearest_Station_Tsuruhashi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_2LK,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_7LDK+S,Layout_Open Floor,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
