,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saga Prefecture,Municipality_Imari City,District_Hasuikecho,District_Hatatsucho,District_Higashiyamashirocho,District_Imaricho,District_Kisucho,District_Kurogawacho,District_Matsushimacho,District_Niricho,District_Okawachicho,District_Otsubocho,District_Setocho,District_Shintencho,District_Tachibanacho,District_Wakidacho,District_Yamashirocho,Nearest_Station_Haze,Nearest_Station_Higashiyamashiro,Nearest_Station_Imari,Nearest_Station_Kamiimari,Nearest_Station_Kanaishihara,Nearest_Station_Kanatake,Nearest_Station_Kawahigashi (Saga),Nearest_Station_Kubara,Nearest_Station_Kusuku,Nearest_Station_Naruishi,Nearest_Station_Sato,Nearest_Station_Uranosaki,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
