,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Yamagata Prefecture,Municipality_Yamagata City,District_Aioicho,District_Akoyacho,District_Aratatecho,District_Domachi,District_Fukamachi,District_Futabacho,District_Hakusan,District_Hatagomachi,District_Higashiharamachi,District_Higashiyamagata,District_Honcho,District_Kasumicho,District_Kinomicho,District_Kitamachi,District_Kiyozumimachi,District_Kojirakawamachi,District_Konidamachi,District_Kubota,District_Mamigasaki,District_Matsunami,District_Midoricho,District_Mihatacho,District_Mikkamachi,District_Minami1bancho,District_Minami2bancho,District_Muikamachi,District_Nan-eicho,District_Nanukamachi,District_Sakuracho,District_Sakuradahigashi,District_Shironishimachi,District_Suzukawamachi,District_Takado,District_Teppomachi,District_Tokamachi,District_Uwamachi,District_Wakamiya,District_Yokamachi,Nearest_Station_Kitayamagata,Nearest_Station_Uzenchitose,Nearest_Station_Yamagata,Nearest_Station_Zao,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4LDK,Layout_Open Floor,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
