,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Saga Prefecture,Municipality_Saga City,District_Aikeicho,District_Chuohommachi,District_Ekimaechuo,District_Ekiminamihommachi,District_Gofukumotomachi,District_Hachimankoji,District_Honjomachi,District_Horikawacho,District_Hyogokita,District_Hyogomachi,District_Hyogominami,District_Isemachi,District_Jonai,District_Kaisei,District_Kamizono,District_Konohigashi,District_Kononishi,District_Kosemachi,District_Matsubara,District_Mizugae,District_Morodomicho Oaza Tokudomi,District_Nabeshima,District_Nishitashiro,District_Onimarucho,District_Oroshihommachi,District_Otakara,District_Sakaemachi,District_Shin-eihigashi,District_Shinnakamachi,District_Shirayama,District_Takakisemachi,District_Tashiro,District_Tenjin,District_Tojin,District_Wakakusu,District_Wakamiya,District_Yaemizo,District_Yamatocho Oaza Niiji,Nearest_Station_Nabeshima,Nearest_Station_Saga,Nearest_Station_Ushizu,Nearest_Station_Yoshinogarikoen,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
