,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,Municipality_Zama City,District_Hibarigaoka,District_Higashihara,District_Hironodai,District_Iriya,District_Iriyahigashi,District_Komatsubara,District_Kurihara,District_Kuriharachuo,District_Midorigaoka,District_Minamikurihara,District_Nishikurihara,District_Sagamigaoka,District_Sagamino,District_Shindenjuku,District_Sobudai,District_Tatsunodai,District_Zama,Nearest_Station_Chuorinkan,Nearest_Station_Iriya (Kanagawa),Nearest_Station_Kashiwadai,Nearest_Station_Minamirinkan,Nearest_Station_None,Nearest_Station_Odakyusagamihara,Nearest_Station_Sagamino,Nearest_Station_Sagamiono,Nearest_Station_Sagamiotsuka,Nearest_Station_Sobudaimae,Nearest_Station_Sobudaishita,Nearest_Station_Tsuruma,Nearest_Station_Zama,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LD+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4DK,Layout_4DK+S,Layout_4LDK,Layout_4LDK+S,Layout_Duplex,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
