,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Chuo Ward,District_Akashicho,District_Ginza,District_Harumi,District_Hatchobori,District_Higashinihombashi,District_Irifune,District_Kachidoki,District_Kyobashi,District_Minato,District_Nihombashi,District_Nihombashibakurocho,District_Nihombashihakozakicho,District_Nihombashihamacho,District_Nihombashihisamatsucho,District_Nihombashihoncho,District_Nihombashihoridomecho,District_Nihombashikabutocho,District_Nihombashikakigaracho,District_Nihombashikayabacho,District_Nihombashikoamicho,District_Nihombashikobunacho,District_Nihombashikodemmacho,District_Nihombashimuromachi,District_Nihombashinakasu,District_Nihombashiningyocho,District_Nihombashiodemmacho,District_Nihombashitomizawacho,District_Nihombashiyokoyamacho,District_Shinkawa,District_Shintomi,District_Toyomicho,District_Tsukiji,District_Tsukishima,District_Tsukuda,Nearest_Station_Asakusabashi,Nearest_Station_Bakurocho,Nearest_Station_Bakuroyokoyama,Nearest_Station_Ginza,Nearest_Station_Ginza 1-chome,Nearest_Station_Hamacho,Nearest_Station_Hatchobori (Tokyo),Nearest_Station_Hibiya,Nearest_Station_Higashiginza,Nearest_Station_Higashinihonbashi,Nearest_Station_Kachidoki,Nearest_Station_Kanda (Tokyo),Nearest_Station_Kayabacho,Nearest_Station_Kodenmacho,Nearest_Station_Kyobashi (Tokyo),Nearest_Station_Mitsukoshimae,Nearest_Station_Nihonbashi (Tokyo),Nearest_Station_Ningyocho,Nearest_Station_Shinbashi,Nearest_Station_Shinnihonbashi,Nearest_Station_Shintomicho (Tokyo),Nearest_Station_Shiodome,Nearest_Station_Suitengumae,Nearest_Station_Takaracho (Tokyo),Nearest_Station_Tokyo,Nearest_Station_Tsukiji,Nearest_Station_Tsukijishijo,Nearest_Station_Tsukishima,Nearest_Station_Yurakucho,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1K+S,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4LDK,Layout_Duplex,Layout_Open Floor,Layout_Studio Apartment,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
