,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagano Prefecture,Municipality_Nakano City,District_Chuo,District_Higashiyama,District_Miyoshicho,District_Nanguu,District_Nishi,District_Oaza Akaiwa,District_Oaza Angenji,District_Oaza Arai,District_Oaza Atsukai,District_Oaza Ebe,District_Oaza Fukasawa,District_Oaza Ippongi,District_Oaza Iwafune,District_Oaza Kanai,District_Oaza Kasahara,District_Oaza Katashio,District_Oaza Kodanaka,District_Oaza Koshi,District_Oaza Kuribayashi,District_Oaza Kusama,District_Oaza Mayama,District_Oaza Mitsuwa,District_Oaza Nakano,District_Oaza Nanase,District_Oaza Nishijo,District_Oaza Sarashina,District_Oaza Shimbo,District_Oaza Takehara,District_Oaza Tamugi,District_Oaza Tategahana,District_Oaza Ushiide,District_Oaza Wakamiya,District_Oaza Yoshida,District_Otate,District_Suwacho,Nearest_Station_Entoku,Nearest_Station_Nakanomatsukawa,Nearest_Station_Sakurasawa (Nagano),Nearest_Station_Shinanotakehara,Nearest_Station_Shinshunakano,Nearest_Station_Tategahana,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
