,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Nara Prefecture,Municipality_Ikoma City,District_Arisatocho,District_Hagiharacho,District_Haginodai,District_Higashiasahigaoka,District_Higashiikoma,District_Higashiikomatsukimicho,District_Higashimatsugaoka,District_Higashinabata,District_Higashishimmachi,District_Higashiyamacho,District_Ichibucho,District_Kitashimmachi,District_Komyocho,District_Mayumi,District_Midorigaoka,District_Minamitaharacho,District_Monzencho,District_Motomachi,District_Nakanabata,District_Nakanocho,District_Nishiasahigaoka,District_Nishimatsugaoka,District_Nishinabatacho,District_Ozecho,District_Shiraniwadai,District_Tanidacho,District_Tawaraguchicho,District_Tsujimachi,District_Yamasakicho,District_Yamasakishimmachi,Nearest_Station_Gakkenkitaikoma,Nearest_Station_Haginodai,Nearest_Station_Higashiikoma,Nearest_Station_Higashiyama (Nara),Nearest_Station_Hozanji,Nearest_Station_Ichibu,Nearest_Station_Ikoma,Nearest_Station_Minamiikoma,Nearest_Station_Nabata,Nearest_Station_Shiraniwadai,Layout_1DK,Layout_1LDK,Layout_1LDK+S,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
