,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ehime Prefecture,Municipality_Saijo City,District_Akarigawa,District_Akeyashiki,District_Anju,District_Enkaiji,District_Fukujoji,District_Fukutake,District_Funaya,District_Furukawa,District_Himi,District_Hinokuchi,District_Hirooka,District_Hojo,District_Hommachi,District_Iioka,District_Ishida,District_Jippoji,District_Kambai,District_Kamiichi,District_Kawarazu,District_Kitadai,District_Kitagawa,District_Komatsuchoakao,District_Komatsuchominamigawa,District_Komatsuchomyoguchi,District_Komatsuchooto,District_Komatsuchoshin-yashiki,District_Komatsuchoyasui,District_Kuniyasu,District_Kusu,District_Kuwamura,District_Minato,District_Mitsuya,District_Mitsuyahigashi,District_Mitsuyaminami,District_Miyanouchi,District_Miyoshi,District_Myojingi,District_Nakanishi,District_Nakano,District_Naranoki,District_Nishida,District_Nyugawa,District_Omachi,District_Ono,District_Oshinden,District_Sakamoto,District_Shimmachi,District_Shimoshimayama,District_Shin-ichi,District_Shinden,District_Shu,District_Sunouchi,District_Tamatsu,District_Tambarachoganrenji,District_Tambarachoikeda,District_Tambarachoimai,District_Tambarachoishikyo,District_Tambarachokitatano,District_Tambarachokochi,District_Tambarachokota,District_Tambarachokumyoji,District_Tambarachokurumi,District_Tambarachonagano,District_Tambarachotakamatsu,District_Tambarachotambara,District_Tambarachoyuyaguchi,District_Teizui,District_Tenjin,District_Tsuitachi,District_Yasumochi,District_Yoshida,Nearest_Station_Ishizuchiyama,Nearest_Station_Iyohimi,Nearest_Station_Iyokomatsu,Nearest_Station_Iyomiyoshi,Nearest_Station_Iyosaijo,Nearest_Station_Nakahagi,Nearest_Station_Niihama,Nearest_Station_Nyugawa,Nearest_Station_Tamanoe,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
