,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Taito Ward,District_Akihabara,District_Asakusa,District_Asakusabashi,District_Hanakawado,District_Hashiba,District_Higashiasakusa,District_Higashiueno,District_Ikenohata,District_Imado,District_Iriya,District_Kaminarimon,District_Kitaueno,District_Kiyokawa,District_Kojima,District_Komagata,District_Kotobuki,District_Kuramae,District_Matsugaya,District_Minowa,District_Misuji,District_Motoasakusa,District_Negishi,District_Nihonzutsumi,District_Nishiasakusa,District_Ryusen,District_Senzoku,District_Shitaya,District_Taito,District_Torigoe,District_Ueno,District_Uenosakuragi,District_Yanagibashi,District_Yanaka,Nearest_Station_Akihabara,Nearest_Station_Asakusa (Tobu/Toei/Metro),Nearest_Station_Asakusa (Tsukuba EXP),Nearest_Station_Asakusabashi,Nearest_Station_Inaricho (Tokyo),Nearest_Station_Iriya (Tokyo),Nearest_Station_Kuramae,Nearest_Station_Minamisenju,Nearest_Station_Minowa,Nearest_Station_Nakaokachimachi,Nearest_Station_Nezu,Nearest_Station_Nippori,Nearest_Station_Nishinippori,Nearest_Station_Okachimachi,Nearest_Station_Sendagi,Nearest_Station_Shin-okachimachi,Nearest_Station_Suehirocho (Tokyo),Nearest_Station_Tawaramachi (Tokyo),Nearest_Station_Ueno,Nearest_Station_Uenohirokoji,Nearest_Station_Uenookachimachi,Nearest_Station_Uguisudani,Nearest_Station_Yushima,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
