,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Chuo Ward,Sagamihara City",District_Aioi,District_Aoba,District_Chiyoda,District_Chuo,District_Fuchinobe,District_Fuchinobehoncho,District_Fujimi,District_Higashifuchinobe,District_Hikarigaoka,District_Hikawacho,District_Hoshigaoka,District_Kamimizo,District_Kamiyabe,District_Kanumadai,District_Komachidori,District_Koyocho,District_Kyowa,District_Matsugaoka,District_Midorigaoka,District_Minamihashimoto,District_Miyashimo,District_Miyashimohoncho,District_Namiki,District_Onodai,District_Oyama,District_Sagamihara,District_Seshin,District_Shimokuzawa,District_Suigotana,District_Susukinocho,District_Takane,District_Tana,District_Tanashioda,District_Yabe,District_Yae,District_Yokodai,District_Yokoyama,District_Yokoyamadai,District_Yoshinodai,Nearest_Station_Banda (Kanagawa),Nearest_Station_Fuchinobe,Nearest_Station_Harataima,Nearest_Station_Hashimoto (Kanagawa),Nearest_Station_Kamimizo,Nearest_Station_Kobuchi,Nearest_Station_Minamihashimoto,Nearest_Station_Sagamihara,Nearest_Station_Sagamiono,Nearest_Station_Tamasakai,Nearest_Station_Yabe,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings in which auction or arbiter participates",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
