,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gifu Prefecture,Municipality_Takayama City,District_Akahokimachi,District_Akebonomachi,District_Asahigaokamachi,District_Asahimachi,District_Atagomachi,District_Babamachi,District_Chishimamachi,District_Daimommachi,District_Echigomachi,District_Enakomachi,District_Fukiyamachi,District_Fuyutomachi,District_Hachikemmachi,District_Hachimammachi,District_Hanakawamachi,District_Hanaokamachi,District_Hanasatomachi,District_Hatsudamachi,District_Hinodemachi,District_Hommachi,District_Honobumachi,District_Horibatamachi,District_Ishiuramachi,District_Kamiichinomachi,District_Kamikawaharamachi,District_Kamininomachi,District_Kamiokamotomachi,District_Kandamachi,District_Kasugamachi,District_Kataharamachi,District_Katanomachi,District_Kawaharamachi,District_Kiriumachi,District_Kiyomichofujise,District_Kiyomichomakigahora,District_Kokufuchohirosemachi,District_Kokufuchokamihirose,District_Kokufuchomurayama,District_Kokufuchoutsue,District_Matsukuramachi,District_Matsumotomachi,District_Matsunokimachi,District_Midorigaokamachi,District_Morishitamachi,District_Nadamachi,District_Nakagirimachi,District_Nakayamamachi,District_Nanukamachi,District_Nishimachi,District_Nishinoisshikimachi,District_Nyukawachoyamakuchi,District_Oboramachi,District_Okamotomachi,District_Oshimmachi,District_Sanfukujimachi,District_Shimmeimachi,District_Shimobayashimachi,District_Shimogirimachi,District_Shimoichinomachi,District_Shimoninomachi,District_Shimonokirimachi,District_Shimookamotomachi,District_Shimosannomachi,District_Shinguumachi,District_Shiroyama,District_Showamachi,District_Sowamachi,District_Suehiromachi,District_Temmammachi,District_Tenshojimachi,District_Teppomachi,District_Uramachi,District_Urushigaitomachi,District_Uwanomachi,District_Wakatatsumachi,District_Yamadamachi,District_Yamaguchimachi,District_Yokamachi,Nearest_Station_Hidaichinomiya,Nearest_Station_Hidakokufu,Nearest_Station_Hozue,Nearest_Station_Takayama,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
