,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Gosen City,District_Akahane,District_Akebonocho,District_Akoumi,District_Aohashi,District_Asahicho,District_Atago,District_Babacho,District_Banzaka,District_Dobuke,District_Ekimae,District_Funakoshi,District_Gakkocho,District_Gosen,District_Hashita,District_Higashihoncho,District_Honcho,District_Igarashishinden,District_Imaizumi,District_Ipponsugi,District_Isenokawa,District_Ishikura,District_Ishizone,District_Izumicho,District_Kamikigoshi,District_Kamiokambara,District_Karasawa,District_Kawaze,District_Kigoshi,District_Kigoshiaraya,District_Kitagosen-ekimae,District_Koyagawa,District_Kumanodo,District_Maoroshi,District_Midoricho,District_Minamihoncho,District_Miyanoshita,District_Mizushimacho,District_Motodai,District_Muramatsu,District_Nakagawashin,District_Natsuhari,District_Nishiyotsuya,District_Nodai,District_Ota,District_Ronze,District_Sadori,District_Sambongi,District_Shimojo,District_Shimookambara,District_Shiriagari,District_Shiroshita,District_Sugaide,District_Takamatsu,District_Terazawa,District_Tsuchibori,District_Yazu,District_Yokomachi,District_Yoshizawa,Nearest_Station_Gosen,Nearest_Station_Kitagosen,Nearest_Station_Maoroshi,Nearest_Station_None,Nearest_Station_Sakihana,Nearest_Station_Saruwada,Nearest_Station_Shinseki,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
