,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shizuoka Prefecture,Municipality_Kakegawa City,District_Agehari,District_Akihamichi,District_Aobadai,District_Aoicho,District_Asahidai,District_Asahigaoka,District_Chihama,District_Chuo,District_Chuotakamachi,District_Dategata,District_Ekimae,District_Futasegawa,District_Goshobara,District_Hamano,District_Haragawa,District_Hatakama,District_Hatsuma,District_Hongo,District_Hosoya,District_Ieshiro,District_Ieshironosato,District_Innai,District_Itasawa,District_Iwaname,District_Johoku,District_Jukushu,District_Kaito,District_Kakegawa,District_Kakuwa,District_Kamenoko,District_Kamihijikata,District_Kamisaigo,District_Kamiuchida,District_Kamiyashiki,District_Kaneshiro,District_Katsuragaoka,District_Kawakubo,District_Kikuhama,District_Kimachi,District_Kitamon,District_Kiyosaki,District_Kogosho,District_Kotonari,District_Koyodai,District_Kubo,District_Kunikane,District_Kuniyasu,District_Kurami,District_Kuzukawa,District_Midorigaoka,District_Minami,District_Minamisaigo,District_Mitsumata,District_Miyawaki,District_Mizutari,District_Nagaya,District_Naka,District_Nakaho,District_Nakajuku,District_Nanokacho,District_Narutaki,District_Nishiobuchi,District_Nissaka,District_Nito,District_Nitocho,District_Obuchi,District_Odakacho,District_Oike,District_Okatsu,District_Okinosu,District_Ono,District_Osaka,District_Otaro,District_Otsubodai,District_Ryoke,District_Saida,District_Sakagawa,District_Sakanamachi,District_Sawada,District_Shimomata,District_Shimomataminami,District_Shimotaruki,District_Shiomachi,District_Shironishi,District_Shiroshita,District_Sonogaya,District_Sugiya,District_Sugiyaminami,District_Takada,District_Takase,District_Tamari,District_Tennocho,District_Terashima,District_Tombe,District_Umebashi,District_Wako,District_Yamazaki,District_Yanagicho,District_Yanokuchicho,District_Yasakicho,District_Yayoicho,District_Yobodai,District_Yokosuka,District_Yoshioka,District_Yuke,Nearest_Station_Aino (Shizuoka),Nearest_Station_Fukuroi,Nearest_Station_Kakegawa,Nearest_Station_Kikugawa (Shizuoka),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
