,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Nishiwaki City,District_Deaicho,District_Gonosecho,District_Hayasucho,District_Hiecho,District_Horicho,District_Itabacho,District_Kodaicho,District_Komoe,District_Kosakacho,District_Mizuocho,District_Myorakujicho,District_Nishidacho,District_Nishiwaki,District_Nomuracho,District_Nomurachoakanegaoka,District_Ochikatacho,District_Ogachi,District_Ogicho,District_Okazakicho,District_Ono,District_Sakamoto,District_Shikanocho,District_Shima,District_Shimotoda,District_Takamatsucho,District_Tomitacho,District_Tomiyoshiminamimachi,District_Tsuma,District_Ueno,District_Wabucho,District_Wadacho,District_Yasakacho,Nearest_Station_Hie,Nearest_Station_Kurodasho,Nearest_Station_Nihonhesokoen,Nearest_Station_Nishiwakishi,Nearest_Station_Shinnishiwaki,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
