,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kagawa Prefecture,"Municipality_Miki Town,Kita County",District_Oaza Hikami,District_Oaza Hiragi,District_Oaza Ido,District_Oaza Ikenobe,District_Oaza Inoue,District_Oaza Kamitakaoka,District_Oaza Shimotakaoka,District_Oaza Shishibuse,District_Oaza Tanaka,Nearest_Station_Gakuendori,Nearest_Station_Hiragi,Nearest_Station_Ido,Nearest_Station_Ikenobe,Nearest_Station_Kumonmyo,Nearest_Station_Nogakubumae,Nearest_Station_Shirayama (Takamatsu),Nearest_Station_Takata (Takamatsu),City Planning_Non-divided City Planning Area,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
