,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Wakayama Prefecture,Municipality_Wakayama City,District_Akibacho,District_Arimoto,District_Awa,District_Bezaitencho,District_Dempobashiminaminocho,District_Enokihara,District_Fukiage,District_Fukiyacho,District_Funazucho,District_Genomachi,District_Hatayashiki,District_Higashikon-yamachi,District_Higashitakamatsu,District_Hirosenakanocho,District_Hommachi,District_Horidomehigashi,District_Hoshiya,District_Ichishoji,District_Iwase,District_Jubancho,District_Junibancho,District_Kamimike,District_Kemi,District_Kire,District_Kitajima,District_Kitano,District_Kitsunejima,District_Komatsubaradoori,District_Kuroda,District_Kyubancho,District_Matsuekita,District_Mikimachi,District_Minamizaimokucho,District_Minatogoten,District_Minatohommachi,District_Minatotoorichominami,District_Misonocho,District_Motoderamachi,District_Motomachibugyocho,District_Mukai,District_Musota,District_Nakajima,District_Nakanoshima,District_Narukami,District_Nishihama,District_Nishikoniri,District_Nishikuginukicho,District_Nishinosho,District_Nishitakamatsu,District_Nobutoki,District_Nozaki,District_Oda,District_Saikayamachi,District_Saikazaki,District_Sakaedani,District_Sambancho,District_Sekido,District_Shinnakadoori,District_Shinnakajima,District_Shintoori,District_Shinwakaura,District_Shinzaike,District_Shioya,District_Sonobe,District_Tajiri,District_Tanakamachi,District_Tomodacho,District_Tosamachi,District_Uchihara,District_Uzu,District_Wakagawacho,District_Wakaurahigashi,District_Wakauraminami,District_Yakatamachi,District_Yoshida,Nearest_Station_Funato,Nearest_Station_Hachimanmae (Wakayama),Nearest_Station_Higashimatsue (Wakayama),Nearest_Station_Hoshiya,Nearest_Station_Kainan,Nearest_Station_Kii,Nearest_Station_Kiinakanoshima,Nearest_Station_Kimiidera,Nearest_Station_Kinokawa,Nearest_Station_Kire,Nearest_Station_Kiwa,Nearest_Station_Kozaki (Wakayama),Nearest_Station_Kuroe,Nearest_Station_Miyamae,Nearest_Station_Musota,Nearest_Station_Nakamatsue,Nearest_Station_Nichizengu,Nearest_Station_Nishinosho,Nearest_Station_Tainose,Nearest_Station_Tanakaguchi,Nearest_Station_Wakayama,Nearest_Station_Wakayamako,Nearest_Station_Wakayamashi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
