,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Prefecture_Hiroshima Prefecture,Prefecture_Tokushima Prefecture,Municipality_Miyoshi City,District_Awayamachi,District_Azabucho,District_Fukutacho,District_Hatajikimachi,District_Hibarigaoka,District_Higashihachigaike,District_Higashijintoriyama,District_Higashisakeyamachi,District_Higashiyamadai,District_Ikedacho,District_Ikedachohakuchi,District_Ikedachonakanishi,District_Ikedachonishiyama,District_Ikedachoshuzu,District_Kisachokaidahara,District_Kisachokisa,District_Kisachomitama,District_Kurozasa,District_Kurozasacho,District_Kurozasaizumi,District_Minamidai,District_Minamihatajikimachi,District_Minayoshidai,District_Mirasakachomirasaka,District_Mirasakachonika,District_Miyoshicho,District_Miyoshigaoka,District_Miyoshigaokamidori,District_Miyoshigaokaoba,District_Miyoshigaokasahi,District_Miyoshigaokasakura,District_Miyoshimachi,District_Mukoetamachi,District_Myochicho,District_Neuramachi,District_Nishiishikicho,District_Nishijintoriyama,District_Shijikkammachi,District_Shiomachi,District_Shiomi,District_Sonohara,District_Tennodai,District_Tookaichihigashi,District_Tookaichiminami,District_Tookaichinaka,District_Tookaichinishi,District_Uchikoshicho,District_Ukigaicho,Nearest_Station_Awaikeda,Nearest_Station_Hashikura,Nearest_Station_Josui,Nearest_Station_Kisa,Nearest_Station_Komenoki,Nearest_Station_Kurozasa,Nearest_Station_Minawa,Nearest_Station_Mirasaka,Nearest_Station_Miyoshi,Nearest_Station_Miyoshigaoka,Nearest_Station_Nishimiyoshi,Nearest_Station_Nisshin (Aichi),Nearest_Station_None,Nearest_Station_Shintoyota,Nearest_Station_Shiomachi,Nearest_Station_Takemura,Nearest_Station_Tsubojiri,Nearest_Station_Tsuchihashi (Aichi),Nearest_Station_Yatsugi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
