,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Miyagi Prefecture,"Municipality_Ogawara Town,Shibata County",District_(No Address),District_Aza Asahicho,District_Aza Higashiharamachi,District_Aza Higashisakuracho,District_Aza Higashishincho,District_Aza Hiromote,District_Aza Hirosecho,District_Aza Kamikawara,District_Aza Machi,District_Aza Midoricho,District_Aza Minami,District_Aza Minamiharamachi,District_Aza Minamisakuracho,District_Aza Nakagawara,District_Aza Nakajimacho,District_Aza Nampei,District_Aza Nishikicho,District_Aza Nishimachi,District_Aza Nishisakuracho,District_Aza Oshima,District_Aza Saiwaicho,District_Aza Shimminami,District_Aza Shin-aokawa,District_Aza Shinfurukawa,District_Aza Shinhigashi,District_Aza Shinsakuracho,District_Aza Sumiyoshicho,District_Aza Takasagocho,District_Kanagase,District_Nittera,District_Oya,District_Oyamada,District_Tsutsumi,Nearest_Station_Kitashirakawa,Nearest_Station_Ogawara (Miyagi),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
