,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Miyagi Prefecture,"Municipality_Miyagino Ward,Sendai City",District_An-yoji,District_Fukudamachi,District_Fukudamachiminami,District_Fukumuro,District_Fukuzumimachi,District_Gamo,District_Gorin,District_Haginomachi,District_Haranomachi,District_Haranomachiminaminome,District_Heisei,District_Higashisendai,District_Hinodemachi,District_Ichomachi,District_Ideka,District_Iwakiri,District_Iwakiribundai,District_Jiyuugaoka,District_Kanisawa,District_Kozuru,District_Masue,District_Miyachiyo,District_Miyagino,District_Nakano,District_Nigatake,District_Ninomori,District_Nishimiyagino,District_Odawara,District_Okada,District_Saiwaicho,District_Sakae,District_Sengoku,District_Shimizunuma,District_Shinden,District_Shindenhigashi,District_Shiratori,District_Tago,District_Tagonishi,District_Takasago,District_Teppomachi,District_Tsubamesawa,District_Tsubamesawahigashi,District_Tsurugaya,District_Tsurugayahigashi,District_Tsurugayakita,District_Tsurumaki,District_Tsutsujigaoka,Nearest_Station_Arai (Miyagi),Nearest_Station_Asahigaoka (Miyagi),Nearest_Station_Dainohara,Nearest_Station_Fukudamachi,Nearest_Station_Higashisendai,Nearest_Station_Higashishiogama,Nearest_Station_Iwakiri,Nearest_Station_Kozurushinden,Nearest_Station_Miyagino-dori,Nearest_Station_Miyaginohara,Nearest_Station_Nakanosakae,Nearest_Station_Nigatake,Nearest_Station_None,Nearest_Station_Oroshimachi (Miyagi),Nearest_Station_Rikuzenharanomachi,Nearest_Station_Rikuzentakasago,Nearest_Station_Sendai,Nearest_Station_Toshogu,Nearest_Station_Tsutsujigaoka,Nearest_Station_Yakushido (Miyagi),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
