,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Wakayama Prefecture,Municipality_Kainan City,District_Asso,District_Babacho,District_Betsuin,District_Fujishiro,District_Funoo,District_Harano,District_Hatagawa,District_Hikata,District_Ida,District_Kamidani,District_Kitaakasaka,District_Kizu,District_Kuhonji,District_Kuroe,District_Mizonokuchi,District_Moko,District_Mukunoki,District_Nanayama,District_Nataka,District_Nokaminaka,District_Okada,District_Okinono,District_Onoda,District_Ononaka,District_Ota,District_Sakai,District_Shikone,District_Shikonehigashi,District_Shikonenishi,District_Shimizu,District_Shimotsuchokami,District_Shimotsuchokata,District_Shimotsuchokominami,District_Shimotsuchokuroda,District_Shimotsuchomaruda,District_Shimotsuchonaka,District_Shimotsuchoobara,District_Shimotsuchoosaki,District_Shimotsuchoshimo,District_Shimotsuchoshimotsu,District_Shimotsuchoshiotsu,District_Shimotsuchoyoro,District_Torii,District_Yamasakicho,Nearest_Station_Idakiso,Nearest_Station_Kainan,Nearest_Station_Kamogo,Nearest_Station_Kire,Nearest_Station_Kishi,Nearest_Station_Kuroe,Nearest_Station_Nishiyamaguchi,Nearest_Station_Shimizuura,Nearest_Station_Shimotsu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
