,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Hidaka City,District_Komagawa,District_Musashidai,District_Oaza Asahigaoka,District_Oaza Dai,District_Oaza Harajuku,District_Oaza Kamikayama,District_Oaza Kayama,District_Oaza Kitahirasawa,District_Oaza Komaderanoshinden,District_Oaza Komahongo,District_Oaza Kuritsubo,District_Oaza Minamihirasawa,District_Oaza Moridoshinden,District_Oaza Nakakayama,District_Oaza Nakazawa,District_Oaza Niihori,District_Oaza Niihorishinden,District_Oaza Niregi,District_Oaza Nonomiya,District_Oaza Onakage,District_Oaza Onakageshinden,District_Oaza Oyazawa,District_Oaza Seiryu,District_Oaza Shimokayama,District_Oaza Shimooyazawa,District_Oaza Shimotakahagishinden,District_Oaza Tabame,District_Oaza Takahagi,District_Oaza Takaoka,District_Oaza Takatomi,District_Oaza Umahikizawa,District_Oaza Umehara,District_Oaza Yaenda,District_Oaza Yokote,District_Shihogi,District_Takahagihigashi,District_Yaendauenodai,District_Yokote,Nearest_Station_Hanno,Nearest_Station_Kasahata,Nearest_Station_Koma,Nearest_Station_Komagawa,Nearest_Station_Musashitakahagi,Nearest_Station_Musashiyokote,Nearest_Station_Nishioya,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
