,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Kita Ward,District_Akabane,District_Akabanedai,District_Akabanekita,District_Akabaneminami,District_Akabanenishi,District_Higashijujo,District_Higashitabata,District_Horifune,District_Iwabuchimachi,District_Jujodai,District_Jujonakahara,District_Kamijujo,District_Kaminakazato,District_Kamiya,District_Kishimachi,District_Nakajujo,District_Nakazato,District_Nishigahara,District_Nishigaoka,District_Oji,District_Ojihoncho,District_Sakaecho,District_Shimo,District_Showamachi,District_Tabata,District_Tabatashimmachi,District_Takinogawa,District_Toshima,District_Ukima,Nearest_Station_Akabane,Nearest_Station_Akabaneiwabuchi,Nearest_Station_Akadoshogakkomae,Nearest_Station_Arakawashakomae,Nearest_Station_Arakawayuenchimae,Nearest_Station_Asukayama,Nearest_Station_Higashijujo,Nearest_Station_Itabashi,Nearest_Station_Itabashihoncho,Nearest_Station_Jujo (Tokyo),Nearest_Station_Kajiwara,Nearest_Station_Kaminakazato,Nearest_Station_Kitaakabane,Nearest_Station_Komagome,Nearest_Station_Motohasunuma,Nearest_Station_Nishigahara,Nearest_Station_Nishigahara 4-chome,Nearest_Station_Nishinippori,Nearest_Station_Nishisugamo,Nearest_Station_Oji,Nearest_Station_Ojikamiya,Nearest_Station_Oku,Nearest_Station_Sakaecho (Tokyo),Nearest_Station_Shimo,Nearest_Station_Shimurasakaue,Nearest_Station_Shin-itabashi,Nearest_Station_Shinmikawashima,Nearest_Station_Tabata,Nearest_Station_Takinogawa 1-chome,Nearest_Station_Ukimafunado,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
