,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kyoto Prefecture,Municipality_Nagaokakyo City,District_Ao,District_Baba,District_Chohoji,District_Choshi,District_Hachijogaoka,District_Hanayama,District_Higashikotari,District_Ichimombashi,District_Ichirizuka,District_Imazato,District_Inouchi,District_Izumigaoka,District_Kaiden,District_Kanegahara,District_Kayogaoka,District_Kofuudai,District_Koganegaoka,District_Kotari,District_Kugai,District_Midorigaoka,District_Nagaoka,District_Nishinokyo,District_Nozoe,District_Okukaiinji,District_Shibanosato,District_Shimokaiinji,District_Shironosato,District_Shoryuji,District_Takadai,District_Takadainishi,District_Takenodai,District_Takinocho,District_Tenjin,District_Tomooka,District_Towaen,District_Uguisudai,District_Umegaoka,Nearest_Station_Higashimuko,Nearest_Station_Nagaokakyo,Nearest_Station_Nagaokatenjin,Nearest_Station_Nishikyogoku,Nearest_Station_Nishimuko,Nearest_Station_Nishiyamatennozan,Nearest_Station_None,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road","Transactional factors_Dealings of real estate that includes wound etc.,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
