,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ibaraki Prefecture,Prefecture_Saga Prefecture,Municipality_Kashima City,District_Asahigaoka,District_Furueda,District_Hachigatadai,District_Hamamachi,District_Hiraiminami,District_Kano,District_Kuriya,District_Kyuchu,District_Midorigaoka,District_Minatogaoka,District_Miyashita,District_Oaza Akashi,District_Oaza Ao,District_Oaza Aotsuka,District_Oaza Arai,District_Oaza Daishoshizaki,District_Oaza Hachigata,District_Oaza Hamatsuga,District_Oaza Hayashi,District_Oaza Hirai,District_Oaza Ide,District_Oaza Izumigawa,District_Oaza Jinkoji,District_Oaza Junoki,District_Oaza Kazu,District_Oaza Kitaki,District_Oaza Komiyasaku,District_Oaza Koya,District_Oaza Koyama,District_Oaza Kyuchu,District_Oaza Minatogaoka,District_Oaza Miyatsudai,District_Oaza Mori,District_Oaza Nagasu,District_Oaza Naka,District_Oaza Nakamura,District_Oaza Narage,District_Oaza Nesanda,District_Oaza Nodomibun,District_Oaza Numao,District_Oaza Ofunatsu,District_Oaza Oritsu,District_Oaza Otonari,District_Oaza Sada,District_Oaza Saruta,District_Oaza Shimizu,District_Oaza Shimohanawa,District_Oaza Shizaki,District_Oaza Suka,District_Oaza Takatsuhara,District_Oaza Takei,District_Oaza Takeigama,District_Oaza Tanagi,District_Oaza Tsuga,District_Oaza Tsumagi,District_Oaza Tsunoore,District_Oaza Yamanoue,District_Oaza Yamaura,District_Oaza Yawara,District_Shiroyama,District_Takamagahara,Nearest_Station_Chojagahamashiosaihamanasukoenmae,Nearest_Station_Hizenhama,Nearest_Station_Hizenkashima,Nearest_Station_Iwaya (Saga),Nearest_Station_Kashima Soccer Stadium,Nearest_Station_Kashimajingu,Nearest_Station_Kashimanada,Nearest_Station_Kashimaono,Nearest_Station_Koyadai,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
