,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Toyama Prefecture,Municipality_Tonami City,District_Akimoto,District_Aramata,District_Demachichuo,District_Fukae,District_Goromaru,District_Hayashi,District_Higashibo,District_Higashiishimaru,District_Higashinaka,District_Hommachi,District_Horinouchi,District_Ishimaru,District_Kamijima,District_Kanoshima,District_Kinoshita,District_Kosugi,District_Mishimamachi,District_Miyamura,District_Nabeshima,District_Nakagami,District_Nakamura,District_Nakano,District_Noka,District_Okado,District_Omotemachi,District_Ota,District_Saburomaru,District_Saiwaicho,District_Sembo,District_Sendai,District_Shimmyo,District_Shogawamachiaoshima,District_Shogawamachifuruueno,District_Shogawamachikanaya,District_Shogawamachimitani,District_Shogawamachisho,District_Shogawamachitakagishin,District_Suginoki,District_Takanami,District_Takanosu,District_Takanosude,District_Taromaru,District_Tokuman,District_Tonamimachi,District_Wakakusamachi,District_Yagi,District_Yanaze,District_Yasukawa,District_Yutakamachi,Nearest_Station_Aburaden,Nearest_Station_Higashinojiri,Nearest_Station_Takagi,Nearest_Station_Tonami,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
