,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Nishi Ward,Fukuoka City",District_Atago,District_Atagohama,District_Atagominami,District_Fujimi,District_Fukushige,District_Hashimoto,District_Ikidanchi,District_Ikimatsudai,District_Ikinomatsubara,District_Imajuku,District_Imajukuaoki,District_Imajukuekimae,District_Imajukuhigashi,District_Imajukukaminoharu,District_Imajukumachi,District_Imajukunishi,District_Imazu,District_Ishimaru,District_Izumi,District_Jurokucho,District_Kamiyamato,District_Meinohama,District_Meinohamaekiminami,District_Motohama,District_Muromigaoka,District_Myobarukita,District_Nishinooka,District_Nokata,District_Noko,District_Oaza Hanedo,District_Oaza Iiji,District_Oaza Kanatake,District_Oaza Kota,District_Oaza Miyanoura,District_Oaza Motooka,District_Oaza Myobaru,District_Oaza Nishinoura,District_Oaza Senri,District_Oaza Susenji,District_Oaza Tajiri,District_Oaza Taromaru,District_Oaza Tokunaga,District_Oaza Udagawara,District_Oaza Yoshitake,District_Odo,District_Saito,District_Shimoyamato,District_Susenji,District_Tajiri,District_Togire,District_Tokunagakita,District_Toyohama,District_Uchihama,District_Yokohama,Nearest_Station_Hashimoto (Fukuoka),Nearest_Station_Hatae,Nearest_Station_Imajuku,Nearest_Station_Jiromaru,Nearest_Station_Kyudaigakkentoshi,Nearest_Station_Meinohama,Nearest_Station_Muromi,Nearest_Station_Nanakuma,Nearest_Station_None,Nearest_Station_Shimoyamato,Nearest_Station_Susenji,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
