,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Oita Prefecture,Municipality_Nakatsu City,District_Aza Koiwai,District_Chuomachi,District_Maruyamacho,District_Nakadonomachi,District_Nakatsu,District_Oaza Aihara,District_Oaza Daigobo,District_Oaza Fukushima,District_Oaza Higashihama,District_Oaza Hitotsumatsu,District_Oaza Idoda,District_Oaza Imazu,District_Oaza Inumaru,District_Oaza Kakize,District_Oaza Kaku,District_Oaza Kamiikenaga,District_Oaza Kamijosui,District_Oaza Kamimiyanaga,District_Oaza Kanate,District_Oaza Kitabaru,District_Oaza Korenori,District_Oaza Manda,District_Oaza Miyabu,District_Oaza Morota,District_Oaza Nabeshima,District_Oaza Nagasoe,District_Oaza Nakabaru,District_Oaza Noyori,District_Oaza Oma,District_Oaza Osada,District_Oaza Oshinden,District_Oaza Otsuka,District_Oaza Sadanomi,District_Oaza Shimata,District_Oaza Shimoikenaga,District_Oaza Shimomiyanaga,District_Oaza Tajiri,District_Oaza Takase,District_Oaza Tsunogi,District_Oaza Ueno,District_Oaza Ushigami,District_Oaza Yuya,District_Oaza Zentoku,District_Okidaimachi,District_Sankoharaguchi,District_Sankomoriyama,District_Sankonaritsune,District_Sankonishimakusa,District_Sankosachi,District_Sankotaguchi,District_Sankotsuchida,District_Sankousugi,District_Toyodamachi,District_Ushigamimachi,Nearest_Station_Higashinakatsu,Nearest_Station_Imazu (Oita),Nearest_Station_Nakatsu (Oita),Nearest_Station_None,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
