,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Wakayama Prefecture,Municipality_Shingu City,District_Aisuji,District_Akebono,District_Asuka,District_Bettoyashikicho,District_Chiho,District_Funamachi,District_Goshin,District_Hachibuse,District_Hashimoto,District_Horai,District_Ikeda,District_Inosawa,District_Isadacho,District_Iwatate,District_Jofuku,District_Kamihommachi,District_Kamikura,District_Kasuga,District_Kinokawa,District_Kumanoji,District_Maruyama,District_Midorigaoka,District_Miwasaki,District_Motokajimachi,District_Nakanocho,District_Noda,District_Ojicho,District_Sano,District_Shimizumoto,District_Shimmachi,District_Shimoda,District_Shimohommachi,District_Shinguu,District_Taniojicho,District_Tazuharacho,District_Ukijima,District_Yakushimachi,Nearest_Station_Kiisano,Nearest_Station_Miwasaki,Nearest_Station_Shingu,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
