,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Osaka Prefecture,"Municipality_Higashisumiyoshi Ward,Osaka City",District_Harinakano,District_Higashitanabe,District_Imabayashi,District_Imagawa,District_Kitatanabe,District_Koemminamiyata,District_Komagawa,District_Kumata,District_Kuwazu,District_Minamitanabe,District_Nakano,District_Nishiimagawa,District_Sunjiyata,District_Takaai,District_Tanabe,District_Yamasaka,District_Yata,District_Yusato,Nearest_Station_Bishoen,Nearest_Station_Hanazonocho,Nearest_Station_Harinakano,Nearest_Station_Hirano (Osaka Metro),Nearest_Station_Imagawa (Osaka),Nearest_Station_Kami,Nearest_Station_Kireuriwari,Nearest_Station_Kitatanabe,Nearest_Station_Koboreguchi,Nearest_Station_Komagawanakano,Nearest_Station_Minamitanabe,Nearest_Station_Nagai,Nearest_Station_Nishitanabe,Nearest_Station_Sugimotocho,Nearest_Station_Tanabe,Nearest_Station_Teradacho,Nearest_Station_Tobushijomae,Nearest_Station_Tsurugaoka,Nearest_Station_Yata (Osaka),Layout_1DK,Layout_1K,Layout_1L,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4LDK,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
