,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Koto Ward,District_Ariake,District_Botan,District_Edagawa,District_Eitai,District_Etchujima,District_Fukagawa,District_Fukuzumi,District_Furuishiba,District_Fuyuki,District_Higashisuna,District_Hirano,District_Ishijima,District_Kameido,District_Kiba,District_Kitasuna,District_Kiyosumi,District_Minamisuna,District_Miyoshi,District_Monzennakacho,District_Mori,District_Morishita,District_Ogibashi,District_Ojima,District_Saga,District_Sarue,District_Senda,District_Sengoku,District_Shin-ohashi,District_Shinonome,District_Shinsuna,District_Shiohama,District_Shiomi,District_Shirakawa,District_Sumiyoshi,District_Takabashi,District_Tatsumi,District_Tokiwa,District_Tomioka,District_Toyo,District_Toyosu,District_Umibe,Nearest_Station_Ariake (Tokyo),Nearest_Station_Ariake Tennis Nomori,Nearest_Station_Etchujima,Nearest_Station_Higashiojima,Nearest_Station_Hikifune,Nearest_Station_Hirai (Tokyo),Nearest_Station_Kameido,Nearest_Station_Kameidosuijin,Nearest_Station_Keiseihikifune,Nearest_Station_Kiba,Nearest_Station_Kikukawa (Tokyo),Nearest_Station_Kinshicho,Nearest_Station_Kiyosumishirakawa,Nearest_Station_Kokusaitenjijo,Nearest_Station_Minamisunamachi,Nearest_Station_Monzennakacho,Nearest_Station_Morishita (Tokyo),Nearest_Station_Nishiojima,Nearest_Station_Odaibakaihinkoen,Nearest_Station_Ojima (Tokyo),Nearest_Station_Oshiage,Nearest_Station_Shinonome (Tokyo),Nearest_Station_Shintoyosu,Nearest_Station_Shiomi,Nearest_Station_Suitengumae,Nearest_Station_Sumiyoshi (Tokyo),Nearest_Station_Tatsumi,Nearest_Station_Toyocho,Nearest_Station_Toyosu,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,Layout_Duplex,Layout_Open Floor,Layout_Studio Apartment,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
